Kürzel,Name,Börse
DPWW,"Diego Pellicer Worldwide, Inc. Common Stock",OTC
DPZ,Domino's Pizza Inc - Common Stock,NASDAQ
DQ,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares",NYSE
DQJCF,Don Quijote Holdings Co Ltd,OTC
DQWS,DSwiss Inc,OTC
DRAI,Draco Evolution AI ETF,NYSE ARCA
DRAY,YieldMax DKNG Option Income Strategy ETF,NYSE ARCA
DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",NASDAQ
DRD,DRDGOLD Limited American Depositary Shares,NYSE
DRDB,Roman DBDR Acquisition Corp. II - Ordinary shares,NASDAQ
DRDBU,Roman DBDR Acquisition Corp. II - Unit,NASDAQ
DRDBW,Roman DBDR Acquisition Corp. II - Warrants,NASDAQ
DRDGF,DRDGOLD LTD,OTC
DREM,Dream Homes & Development Corp.,OTC
DRES,GMO Domestic Resilience ETF,NYSE ARCA
DRGN,Themes China Generative Artificial Intelligence ETF,BATS
DRH,Diamondrock Hospitality Company - Common Stock,NASDAQ
DRI,"Darden Restaurants, Inc. Common Stock",NYSE
DRIO,DarioHealth Corp. - Common Stock,NASDAQ
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X ETF,NYSE ARCA
DRIV,Global X Autonomous & Electric Vehicles ETF,NASDAQ
DRKY,VistaShares Target 15 DRUKMacro Distribution ETF,NYSE ARCA
DRLL,Strive U.S. Energy ETF,NYSE
DRMA,"Dermata Therapeutics, Inc. - Common Stock",NASDAQ
DRMAW,"Dermata Therapeutics, Inc. - Warrant",NASDAQ
DRN,Direxion Daily Real Estate Bull 3X ETF,NYSE ARCA
DRNL,Defiance 2X Daily Long Pure Drone and Aerial Automation ETF,BATS
DRNZ,REX Drone ETF,NASDAQ
DROR,"Dror Ortho-Design, Inc.",OTC
DRRKF,dormakaba Holding AG,OTC
DRS,"Leonardo DRS, Inc. - Common Stock",NASDAQ
DRSHF,DroneShield Ltd,OTC
DRSK,Aptus Defined Risk ETF,BATS
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,NASDAQ
DRTSW,Alpha Tau Medical Ltd. - Warrant,NASDAQ
DRTTF,DIRTT ENVIRONMENTAL SOLUTIONS LTD,OTC
DRUG,Bright Minds Biosciences Inc. - common stock,NASDAQ
DRUP,GraniteShares Nasdaq Select Disruptors ETF,NYSE ARCA
DRV,Direxion Daily Real Estate Bear 3X ETF,NYSE ARCA
DRVN,Driven Brands Holdings Inc. - Common Stock,NASDAQ
DRYGF,Dryden Gold Corp.,OTC
DSAC,Daedalus Special Acquisition Corp. - Class A Ordinary Shares,NASDAQ
DSACU,Daedalus Special Acquisition Corp. - Unit,NASDAQ
DSACW,Daedalus Special Acquisition Corp. - Warrant,NASDAQ
DSCO,DoubleLine Securitized Credit ETF,NYSE ARCA
DSECF,Daiwa Securities Group Inc.,OTC
DSEEY,Daiwa Securities Group Inc.,OTC
DSEP,FT Vest U.S. Equity Deep Buffer ETF - September,BATS
DSFN,DSA Financial Corporation Common Stock,OTC
DSGN,"Design Therapeutics, Inc. - Common Stock",NASDAQ
DSGR,"Distribution Solutions Group, Inc. - Common Stock",NASDAQ
DSGT,DSG Global Inc.,OTC
DSGX,The Descartes Systems Group Inc. - Common Stock,NASDAQ
DSI,iShares ESG MSCI KLD 400 ETF,NYSE ARCA
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,NYSE
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock",NYSE
DSMC,Distillate Small/Mid Cash Flow ETF,NYSE
DSNY,DESTINY MEDIA TECHNOLOGIES INC,OTC
DSP,Viant Technology Inc. - common stock,NASDAQ
DSPY,Tema S&P 500 Historical Weight ETF Strategy,NYSE ARCA
DSRNY,DiaSorin SpA/ADR,OTC
DSS,"DSS, Inc. Common Stock",AMEX
DSTL,Distillate U.S. Fundamental Stability & Value ETF,NYSE ARCA
DSTX,Distillate International Fundamental Stability & Value ETF,NYSE
DSU,"Blackrock Debt Strategies Fund, Inc. Common Stock",NYSE
DSWL,"Deswell Industries, Inc. - Common Shares",NASDAQ
DSX,Diana Shipping inc. common stock,NYSE
DSX$B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),NYSE
DSX-PB,DIANA SHIPPING INC.,OTC
DSX-WT,DIANA SHIPPING INC.,OTC
DSX.W,Diana Shipping inc. Warrants,NYSE
DSY,Big Tree Cloud Holdings Limited - Class A Ordinary Shares,NASDAQ
DSYWW,Big Tree Cloud Holdings Limited - Warrants,NASDAQ
DT,"Dynatrace, Inc. Common Stock",NYSE
DTAN,Sparkline International Intangible Value ETF,NYSE ARCA
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,NYSE
DTCK,DAVIS COMMODITIES Ltd,OTC
DTCR,Global X Data Center & Digital Infrastructure ETF,NASDAQ
DTCX,"Datacentrex, Inc. - Common Stock",NASDAQ
DTD,WisdomTree U.S. Total Dividend Fund,NYSE ARCA
DTDT,DT House Ltd,OTC
DTE,DTE Energy Company Common Stock,NYSE
DTEC,ALPS Disruptive Technologies ETF,NYSE ARCA
DTEGF,DEUTSCHE TELEKOM AG,OTC
DTEGY,DEUTSCHE TELEKOM AG,OTC
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,NYSE
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,NYSE
DTGI,"Digerati Technologies, Inc.",OTC
DTH,WisdomTree International High Dividend Fund,NYSE ARCA
DTI,Drilling Tools International Corporation  - Common Stock,NASDAQ
DTII,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,OTC
DTIL,"Precision BioSciences, Inc. - Common Stock",NASDAQ
DTK,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,NYSE
DTLAP,Brookfield DTLA Fund Office Trust Investor Inc.,OTC
DTM,"DT Midstream, Inc. Common Stock",NYSE
DTRE,First Trust Alerian Disruptive Technology Real Estate ETF,NYSE ARCA
DTSQ,DT Cloud Star Acquisition Corporation - Ordinary Shares,NASDAQ
DTSQR,DT Cloud Star Acquisition Corporation - Right,NASDAQ
DTSQU,DT Cloud Star Acquisition Corporation - Units,NASDAQ
DTSS,Datasea Inc. - Common Stock,NASDAQ
DTST,Data Storage Corporation - Common Stock,NASDAQ
DTSTW,Data Storage Corporation - Warrant,NASDAQ
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,NYSE
DUBS,Aptus Large Cap Enhanced Yield ETF,BATS
DUG,ProShares UltraShort Energy,NYSE ARCA
DUHP,Dimensional US High Profitability ETF,NYSE ARCA
DUK,Duke Energy Corporation (Holding Company) Common Stock,NYSE
DUK$A,"Duke Energy Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock",NYSE
DUK-PA,Duke Energy CORP,OTC
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,NYSE
DUKH,Ocean Park High Income ETF,NASDAQ
DUKQ,Ocean Park Domestic ETF,NYSE ARCA
DUKR,DUKE Robotics Corp.,OTC
DUKRD,DUKE Robotics Corp.,OTC
DUKX,Ocean Park International ETF,NASDAQ
DUKZ,Ocean Park Diversified Income ETF,NYSE ARCA
DULL,"MicroSectors Gold -3X Inverse Leveraged ETNs due January 29, 2043",NYSE ARCA
DUNK,Dana Unconstrained Equity ETF,NYSE ARCA
DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,NASDAQ
DUOG,Leverage Shares 2X Long DUOL Daily ETF,NASDAQ
DUOL,"Duolingo, Inc. - Class A Common Stock",NASDAQ
DUOT,"Duos Technologies Group, Inc. - Common Stock",NASDAQ
DURA,VanEck Durable High Dividend ETF,BATS
DUSA,Davis Select U.S. Equity ETF,BATS
DUSB,Dimensional Ultrashort Fixed Income ETF,NYSE ARCA
DUSL,Direxion Daily Industrials Bull 3X ETF,NYSE ARCA
DUST,Direxion Daily Gold Miners Index Bear 2X ETF,NYSE ARCA
DUTBF,Duality Biotherapeutics Inc/ADR,OTC
DV,"DoubleVerify Holdings, Inc. Common Stock",NYSE
DVA,DaVita Inc. Common Stock,NYSE
DVAL,BrandywineGLOBAL-Dynamic US Large Cap Value ETF,NASDAQ
DVDN,Kingsbarn Dividend Opportunity ETF,NYSE ARCA
DVGR,DAC 3D Dividend Growth ETF,NASDAQ
DVIN,WEBs Industrials XLI Defined Volatility ETF,NASDAQ
DVLT,Datavault AI Inc. - Common Stock,NASDAQ
DVLU,First Trust Dorsey Wright Momentum & Value ETF,NASDAQ
DVN,Devon Energy Corporation Common Stock,NYSE
DVND,Touchstone Dividend Select ETF,NYSE ARCA
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,NASDAQ
DVQQ,WEBs QQQ Defined Volatility ETF,NASDAQ
DVRE,WEBs Real Estate XLRE Defined Volatility ETF,NASDAQ
DVS,DOLLY VARDEN SILVER CORP,OTC
DVSP,WEBs SPY Defined Volatility ETF,NASDAQ
DVUT,WEBs Utilities XLU Defined Volatility ETF,NASDAQ
DVVY,Invesco Diversified Dividend Opportunities ETF,BATS
DVXB,WEBs Materials XLB Defined Volatility ETF,NASDAQ
DVXC,WEBs Communication Services XLC Defined Volatility ETF,NASDAQ
DVXE,WEBs Energy XLE Defined Volatility ETF,NASDAQ
DVXF,WEBs Financial XLF Defined Volatility ETF,NASDAQ
DVXK,WEBs Technology XLK Defined Volatility ETF,NASDAQ
DVXP,WEBs Consumer Staples XLP Defined Volatility ETF,NASDAQ
DVXV,WEBs Health Care XLV Defined Volatility ETF,NASDAQ
DVXY,WEBs Consumer Discretionary XLY Defined Volatility ETF,NASDAQ
DVY,iShares Select Dividend ETF,NASDAQ
DVYA,iShares Asia / Pacific Dividend 30 Index Fund Exchange Traded Fund,NYSE ARCA
DVYE,iShares Emerging Markets Dividend Index Fund Exchange Traded Fund,NYSE ARCA
DWAS,Invesco Dorsey Wright SmallCap Momentum ETF,NASDAQ
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,NASDAQ
DWAY,"Driveitaway Holdings, Inc.",OTC
DWLD,Davis Select Worldwide ETF,BATS
DWM,WisdomTree International Equity Fund,NYSE ARCA
DWMF,WisdomTree International Multifactor Fund,NYSE ARCA
DWNX,DELHI BANK CORP,OTC
DWSH,AdvisorShares Dorsey Wright Short ETF,NASDAQ
DWSN,Dawson Geophysical Company - Common Stock,NASDAQ
DWTX,"Dogwood Therapeutics, Inc.  - Common Stock",NASDAQ
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,NASDAQ
DWX,State Street SPDR S&P International Dividend ETF,NYSE ARCA
DX,"Dynex Capital, Inc. Common Stock",NYSE
DX$C,"Dynex Capital, Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NYSE
DX-PC,DYNEX CAPITAL INC,OTC
DXC,DXC Technology Company Common Stock,NYSE
DXCM,"DexCom, Inc. - Common Stock",NASDAQ
DXD,ProShares UltraShort Dow30,NYSE ARCA
DXF,"Eason Technology Limited American Depositary Shares (each representing sixty-thousand (60,000) Ordinary Shares)",AMEX
DXIV,Dimensional International Vector Equity ETF,NYSE ARCA
DXJ,WisdomTree Japan Hedged Equity Fund,NYSE ARCA
DXLG,"Destination XL Group, Inc. - Common Stock",NASDAQ
DXPE,"DXP Enterprises, Inc. - Common Stock",NASDAQ
DXR,Daxor Corporation - Closed End Fund,NASDAQ
DXST,Decent Holding Inc. - Class A Ordinary Shares,NASDAQ
DXUV,Dimensional US Vector Equity ETF,NYSE ARCA
DXYN,DIXIE GROUP INC,OTC
DXYZ,Destiny Tech100 Inc. Common Stock,NYSE
DY,"Dycom Industries, Inc. Common Stock",NYSE
DYAI,"Dyadic International, Inc. - Common Stock",NASDAQ
DYBTY,Duality Biotherapeutics Inc/ADR,OTC
DYFI,IDX Dynamic Fixed Income ETF,NASDAQ
DYLD,LeaderShares Dynamic Yield ETF,NYSE ARCA
DYLG,Global X Dow 30 Covered Call & Growth ETF,NYSE ARCA
DYN,"Dyne Therapeutics, Inc. - Common Stock",NASDAQ
DYNB,Hartford Dynamic Bond ETF,NASDAQ
DYNF,iShares U.S. Equity Factor Rotation Active ETF,NYSE ARCA
DYNR,"DYNARESOURCE, INC.",OTC
DYNTQ,DYNATRONICS CORP,OTC
DYOR,Insight Digital Partners II - Class A Ordinary Shares,NASDAQ
DYORU,Insight Digital Partners II - Units,NASDAQ
DYORW,Insight Digital Partners II - Warrants,NASDAQ
DYTA,SGI Dynamic Tactical ETF,NASDAQ
DZHE,"Dazhe Technology Group Co., Ltd.",OTC
DZZ,"DB Gold Double Short ETN due February 15, 2038",NYSE ARCA
E,ENI S.p.A. Common Stock,NYSE
EA,Electronic Arts Inc. - Common Stock,NASDAQ
EACO,EACO CORP,OTC
EAD,Allspring Income Opportunities Fund Common Shares,AMEX
EADSF,Airbus SE/ADR,OTC
EAF,GrafTech International Ltd. Common Stock,NYSE
EAFG,Pacer Developed Markets Cash Cows Growth Leaders ETF,NYSE ARCA
EAGG,iShares ESG Aware U.S. Aggregate Bond ETF,NYSE ARCA
EAGL,Eagle Capital Select Equity ETF,NYSE ARCA
EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",NYSE
EALT,Innovator U.S. Equity 5 to 15 Buffer ETF - Quarterly,BATS
EAOA,iShares ESG Aware 80/20 Aggressive Allocation ETF,BATS
EAOK,iShares ESG Aware 30/70 Conservative Allocation ETF,BATS
EAOM,iShares ESG Aware 40/60 Moderate Allocation ETF,BATS
EAOR,iShares ESG Aware 60/40 Balanced Allocation ETF,BATS
EAPR,Innovator Emerging Markets Power Buffer ETF April,NYSE ARCA
EARN,Ellington Credit Company Common Shares of Beneficial Interest,NYSE
EART,Global X Rare Earth & Critical Materials ETF,NASDAQ
EASG,Xtrackers MSCI EAFE Selection Equity ETF,NYSE ARCA
EASY,Liberty One Defensive Dividend Growth ETF,NASDAQ
EAT,"Brinker International, Inc. Common Stock",NYSE
EATZ,AdvisorShares Restaurant ETF,NYSE ARCA
EAXR,"Ealixir, Inc.",OTC
EBAY,eBay Inc. - Common Stock,NASDAQ
EBBGF,ENBRIDGE INC,OTC
EBBNF,ENBRIDGE INC,OTC
EBC,"Eastern Bankshares, Inc. - Common Stock",NASDAQ
EBCRY,Embracer Group AB/ADR,OTC
EBF,"Ennis, Inc. Common Stock",NYSE
EBGEF,ENBRIDGE INC,OTC
EBI,Longview Advantage ETF,NASDAQ
EBIT,Harbor AlphaEdge Small Cap Earners ETF,NYSE ARCA
EBIZ,Global X E-commerce ETF,NASDAQ
EBML,"eBullion, Inc. Common",OTC
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",NASDAQ
EBND,SPDR Bloomberg Emerging Markets Local Bond ETF,NYSE ARCA
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,NASDAQ
EBOSF,EBOS Group Limited/ADR,OTC
EBOSY,EBOS Group Limited/ADR,OTC
EBRCZ,"EBR Systems, Inc.",OTC
EBRGF,ENBRIDGE INC,OTC
EBRZF,ENBRIDGE INC,OTC
EBS,Emergent BioSolutions Inc. Common Stock,NYSE
EBUF,Innovator Emerging Markets 10 Buffer ETF - Quarterly,NYSE ARCA
EBZT,"Everything Blockchain, Inc.",OTC
EC,Ecopetrol S.A. American Depositary Shares,NYSE
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,NYSE
ECBK,"ECB Bancorp, Inc. - Common Stock",NASDAQ
ECC,Eagle Point Credit Company Inc. Common Stock,NYSE
ECC$D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,NYSE
ECC-PD,Eagle Point Credit Co Inc.,OTC
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,NYSE
ECCU,Eagle Point Credit Company Inc. 7.75% Notes due 2030,NYSE
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,NYSE
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,NYSE
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,NYSE
ECDA,"ECD Automotive Design, Inc.",OTC
ECF,Ellsworth Growth and Income Fund Ltd.,AMEX
ECF$A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),AMEX
ECF-PA,ELLSWORTH GROWTH & INCOME FUND LTD,OTC
ECG,"Everus Construction Group, Inc. Common Stock",NYSE
ECH,iShares MSCI Chile ETF,BATS
ECHI,"eCareer Holdings, Inc. Common Stock",OTC
ECIA,ENCISION INC,OTC
ECL,Ecolab Inc. Common Stock,NYSE
ECML,Euclidean Fundamental Value ETF,NYSE ARCA
ECNS,iShares MSCI China Small-Cap ETF,NYSE ARCA
ECO,Okeanis Eco Tankers Corp. Common Stock,NYSE
ECON,Columbia Research Enhanced Emerging Economies ETF,NYSE ARCA
ECOR,"electroCore, Inc. - Common Stock",NASDAQ
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,NASDAQ
ECPG,Encore Capital Group Inc - Common Stock,NASDAQ
ECPL,ECOPLUS INC,OTC
ECRO,ECC Capital CORP,OTC
ECRYE,"eCrypt Technologies, Inc. Common Stock",OTC
ECST,ECST Holdings Ltd,OTC
ECTM,ECA Marcellus Trust I,OTC
ECVT,Ecovyst Inc. Common Stock,NYSE
ECX,ECARX Holdings Inc. - Class A Ordinary shares,NASDAQ
ECXJ,"CXJ GROUP CO., Ltd",OTC
ECXWW,ECARX Holdings Inc. - Warrants,NASDAQ
ED,"Consolidated Edison, Inc. Common Stock",NYSE
EDAP,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",NASDAQ
EDBL,Edible Garden AG Incorporated - Common Stock,NASDAQ
EDBLW,Edible Garden AG Incorporated - Warrant,NASDAQ
EDC,Direxion Emerging Markets Bull 3X ETF,NYSE ARCA
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",NYSE
EDEN,iShares MSCI Denmark ETF,BATS
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,NYSE
EDGE,MRBL Enhanced Equity ETF,BATS
EDGF,3EDGE Dynamic Fixed Income ETF,NYSE ARCA
EDGH,3EDGE Dynamic Hard Assets ETF,NYSE ARCA
EDGI,3EDGE Dynamic International Equity ETF,NYSE ARCA
EDGM,"Edgemode, Inc.",OTC
EDGQ,Global X Nasdaq-100 Income Edge ETF,NYSE ARCA
EDGU,3EDGE Dynamic US Equity ETF,NYSE ARCA
EDGX,Global X U.S. 500 Income Edge ETF,NYSE ARCA
EDHL,Everbright Digital Holding Limited - Ordinary Shares,NASDAQ
EDIT,"Editas Medicine, Inc. - Common Stock",NASDAQ
EDIV,State Street SPDR S&P Emerging Markets Dividend ETF,NYSE ARCA
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,NYSE
EDOG,ALPS Emerging Sector Dividend Dogs ETF,NYSE ARCA
EDOW,First Trust Dow 30 Equal Weight ETF,NYSE ARCA
EDPFY,EDP ENERGIAS DE PORTUGAL SA,OTC
EDRY,EuroDry Ltd. - Common Shares,NASDAQ
EDSA,"Edesa Biotech, Inc. - Common Shares",NASDAQ
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,NASDAQ
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",NYSE
EDUC,Educational Development Corporation - Common Stock,NASDAQ
EDV,Vanguard Extended Duration Treasury ETF,NYSE ARCA
EDVGF,Endeavour Group Limited/ADR,OTC
EDVLY,Endeavour Group Limited/ADR,OTC
EDVR,Endeavor Bancorp,OTC
EDZ,Direxion Emerging Markets Bear 3X ETF,NYSE ARCA
EE,"Excelerate Energy, Inc. Class A Common Stock",NYSE
EEA,"The European Equity Fund, Inc. Common Stock",NYSE
EEE,CYBER HORNET S&P 500 and Ethereum 75/25 Strategy ETF,NASDAQ
EEFT,"Euronet Worldwide, Inc. - Common Stock",NASDAQ
EEGI,"Eline Entertainment Group, Inc.",OTC
EEIQ,EpicQuest Education Group International Limited - Common Stock,NASDAQ
EELV,Invesco S&P Emerging Markets Low Volatility ETF,NYSE ARCA
EEM,iShares MSCI Emerging Index Fund,NYSE ARCA
EEMA,iShares MSCI Emerging Markets Asia ETF,NASDAQ
EEMO,Invesco S&P Emerging Markets Momentum ETF,NYSE ARCA
EEMS,iShares MSCI Emerging Markets Small Cap ETF,NYSE ARCA
EEMV,iShares MSCI Emerging Markets Min Vol Factor ETF,BATS
EEMX,State Street SPDR MSCI Emerging Markets Fossil Fuel Reserves Free ETF,NYSE ARCA
EES,WisdomTree U.S. SmallCap Fund,NYSE ARCA
EESH,"EESTech, Inc.",OTC
EET,ProShares Ultra MSCI Emerging Markets,NYSE ARCA
EETH,ProShares Ether ETF,NYSE ARCA
EEV,ProShares UltraShort MSCI Emerging Markets,NYSE ARCA
EEVR,ELECTRIC VEH RESH CORP Common,OTC
EEX,"Emerald Holding, Inc. Common Stock",NYSE
EFA,iShares MSCI EAFE ETF,NYSE ARCA
EFAA,Invesco MSCI EAFE Income Advantage ETF,NYSE ARCA
EFAD,ProShares MSCI EAFE Dividend Growers ETF,BATS
EFAS,Global X MSCI SuperDividend EAFE ETF,NASDAQ
EFAV,iShares MSCI EAFE Min Vol Factor ETF,BATS
EFAX,State Street SPDR MSCI EAFE Fossil Fuel Reserves Free ETF,NYSE ARCA
EFC,Ellington Financial Inc. Common Stock,NYSE
EFC$B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,NYSE
EFC$C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,NYSE
EFC$D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,NYSE
EFC-PB,Ellington Financial Inc.,OTC
EFC-PC,Ellington Financial Inc.,OTC
EFC-PD,Ellington Financial Inc.,OTC
EFFE,Harbor Osmosis Emerging Markets Resource Efficient ETF,NYSE ARCA
EFFI,Harbor Osmosis International Resource Efficient ETF,NYSE ARCA
EFG,iShares MSCI EAFE Growth ETF,BATS
EFIV,State Street SPDR S&P 500 ESG ETF,NYSE ARCA
EFNL,iShares MSCI Finland ETF,BATS
EFO,ProShares Ultra MSCI EAFE,NYSE ARCA
EFOI,"Energy Focus, Inc. - Common Stock",NASDAQ
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,NYSE
EFRA,iShares Environmental Infrastructure and Industrials ETF,NASDAQ
EFSC,Enterprise Financial Services Corporation - Common Stock,NASDAQ
EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ
EFSH,"1847 Holdings, LLC Common Stock",OTC
EFSI,Eagle Financial Services Inc - Common Stock,NASDAQ
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,NYSE
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",NASDAQ
EFU,ProShares UltraShort MSCI EAFE,NYSE ARCA
EFV,iShares MSCI EAFE Value ETF,BATS
EFX,"Equifax, Inc. Common Stock",NYSE
EFXT,Enerflex Ltd Common Shares,NYSE
EFZ,ProShares Short MSCI EAFE,NYSE ARCA
EG,"Everest Group, Ltd. Common Stock",NYSE
EGAN,eGain Corporation - Common Stock,NASDAQ
EGBN,"Eagle Bancorp, Inc. - Common Stock",NASDAQ
EGDW,Edgewater Bancorp Inc. Common Stock,OTC
EGG,Enigmatig Limited Class A Ordinary Shares,AMEX
EGGQ,NestYield Visionary ETF,NASDAQ
EGGS,NestYield Total Return Guard ETF,NYSE ARCA
EGGY,NestYield Dynamic Income ETF,NYSE ARCA
EGHA,EGH Acquisition Corp. - Class A ordinary shares,NASDAQ
EGHAR,EGH Acquisition Corp. - rights,NASDAQ
EGHAU,EGH Acquisition Corp. - Unit,NASDAQ
EGHT,8x8 Inc - Common stock,NASDAQ
EGLE,Global X S&P 500 U.S. Revenue Leaders ETF,NYSE ARCA
EGLXF,Enthusiast Gaming Holdings Inc. / Canada,OTC
EGMCF,EMERGENT METALS CORP.,OTC
EGO,Eldorado Gold Corporation Ordinary Shares,NYSE
EGP,"EastGroup Properties, Inc. Common Stock",NYSE
EGTYF,Eguana Technologies Inc.,OTC
EGUS,iShares ESG Aware MSCI USA Growth ETF,BATS
EGY,"VAALCO Energy, Inc.  Common Stock",NYSE
EH,EHang Holdings Limited - ADS,NASDAQ
EHAB,"Enhabit, Inc. Common Stock",NYSE
EHC,Encompass Health Corporation Common Stock,NYSE
EHGO,Eshallgo Inc. - Class A Ordinary Shares,NASDAQ
EHI,Western Asset Global High Income Fund Inc Common Stock,NYSE
EHLD,Euroholdings Ltd. - Common Stock,NASDAQ
EHLS,Even Herd Long Short ETF,NASDAQ
EHOS,"Ehouse Global, Inc. Common Stock",OTC
EHSI,Elite Health Systems Inc.,OTC
EHTH,"eHealth, Inc. - Common Stock",NASDAQ
EHVVF,"Ehave, Inc.",OTC
EHY,Amplify Ethereum Max Income Covered Call ETF,BATS
EIC,Eagle Point Income Company Inc. Common Stock,NYSE
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,NYSE
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029,NYSE
EIDO,iShares MSCI Indonesia ETF,NYSE ARCA
EIG,Employers Holdings Inc Common Stock,NYSE
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,NYSE
